dep;sexe;jour;hosp;rea;rad;dc
70;2;03/04/2020;38;5;28;12
71;0;03/04/2020;163;36;137;60
71;1;03/04/2020;92;28;67;34
71;2;03/04/2020;71;8;69;26
72;0;03/04/2020;109;25;70;18
72;1;03/04/2020;70;17;34;11
72;2;03/04/2020;39;8;36;7
73;0;03/04/2020;109;36;118;15
73;1;03/04/2020;64;29;62;6
73;2;03/04/2020;43;7;56;9
74;0;03/04/2020;276;84;229;52
74;1;03/04/2020;171;67;124;32
74;2;03/04/2020;101;17;102;20
75;0;03/04/2020;2897;783;1092;512
75;1;03/04/2020;1760;567;644;339
75;2;03/04/2020;1106;214;436;170
76;0;03/04/2020;338;108;127;53
76;1;03/04/2020;189;78;60;38
76;2;03/04/2020;149;30;66;15
77;0;03/04/2020;694;183;351;107
77;1;03/04/2020;416;129;200;63
77;2;03/04/2020;274;54;150;44
78;0;03/04/2020;858;185;436;155
78;1;03/04/2020;511;141;249;90
78;2;03/04/2020;340;43;184;63
79;0;03/04/2020;28;7;26;6
79;1;03/04/2020;13;4;12;3
79;2;03/04/2020;15;3;14;3
80;0;03/04/2020;329;72;121;55
80;1;03/04/2020;180;46;58;34
80;2;03/04/2020;148;26;60;21
81;0;03/04/2020;60;23;18;3
81;1;03/04/2020;32;15;10;2
81;2;03/04/2020;28;8;8;1
82;0;03/04/2020;14;6;3;2
82;1;03/04/2020;12;5;1;2
82;2;03/04/2020;2;1;2;0
83;0;03/04/2020;197;51;215;30
83;1;03/04/2020;121;39;112;15
83;2;03/04/2020;76;12;103;15
84;0;03/04/2020;78;23;60;13
84;1;03/04/2020;51;16;21;7
84;2;03/04/2020;27;7;39;6
85;0;03/04/2020;65;19;31;12
85;1;03/04/2020;41;16;14;7
85;2;03/04/2020;24;3;17;5
86;0;03/04/2020;47;20;32;15
86;1;03/04/2020;30;16;16;5
86;2;03/04/2020;17;4;16;10
87;0;03/04/2020;61;17;25;7
87;1;03/04/2020;30;10;12;5
87;2;03/04/2020;31;7;12;2
88;0;03/04/2020;253;40;160;107
88;1;03/04/2020;131;27;78;67
88;2;03/04/2020;121;13;81;40
89;0;03/04/2020;101;20;25;10
89;1;03/04/2020;57;18;11;8
89;2;03/04/2020;43;2;14;2
90;0;03/04/2020;217;43;131;78
90;1;03/04/2020;127;32;78;44
90;2;03/04/2020;90;11;53;34
91;0;03/04/2020;831;185;227;92
91;1;03/04/2020;472;137;143;60
91;2;03/04/2020;351;45;84;31
92;0;03/04/2020;1848;381;703;237
92;1;03/04/2020;1158;296;369;144
92;2;03/04/2020;672;82;330;91
93;0;03/04/2020;1267;224;452;240
93;1;03/04/2020;770;158;262;141
93;2;03/04/2020;488;61;187;97
94;0;03/04/2020;1613;283;571;248
94;1;03/04/2020;912;205;316;149
94;2;03/04/2020;668;76;252;95
95;0;03/04/2020;816;151;585;200
95;1;03/04/2020;521;116;317;138
95;2;03/04/2020;294;34;265;62
971;0;03/04/2020;36;17;34;8
971;1;03/04/2020;23;14;16;3
971;2;03/04/2020;13;3;18;5
972;0;03/04/2020;53;19;34;3
972;1;03/04/2020;28;11;19;2
972;2;03/04/2020;25;8;15;1
973;0;03/04/2020;7;1;6;0
973;1;03/04/2020;6;1;4;0
973;2;03/04/2020;1;0;2;0
974;0;03/04/2020;53;2;29;0
974;1;03/04/2020;29;2;13;0
974;2;03/04/2020;24;0;16;0
976;0;03/04/2020;18;3;2;2
976;1;03/04/2020;13;3;1;2
976;2;03/04/2020;5;0;1;0
1;0;04/04/2020;109;32;83;22
1;1;04/04/2020;63;22;49;13
1;2;04/04/2020;43;9;30;9
2;0;04/04/2020;223;40;180;94
2;1;04/04/2020;123;24;74;55
2;2;04/04/2020;99;16;104;38
3;0;04/04/2020;44;12;56;7
3;1;04/04/2020;19;6;23;3
3;2;04/04/2020;23;6;33;4
4;0;04/04/2020;29;5;44;3
4;1;04/04/2020;13;4;18;2
4;2;04/04/2020;15;1;26;1
5;0;04/04/2020;60;17;42;1
5;1;04/04/2020;31;10;26;0
5;2;04/04/2020;29;7;16;1
6;0;04/04/2020;217;77;167;38
6;1;04/04/2020;134;53;72;23
6;2;04/04/2020;77;19;91;15
7;0;04/04/2020;87;15;132;26
7;1;04/04/2020;45;9;51;17
7;2;04/04/2020;25;2;69;6
8;0;04/04/2020;68;18;20;3
8;1;04/04/2020;44;12;14;2
8;2;04/04/2020;23;5;6;1
9;0;04/04/2020;15;5;10;1
9;1;04/04/2020;9;3;6;0
9;2;04/04/2020;6;2;4;1
10;0;04/04/2020;141;22;27;31
10;1;04/04/2020;77;16;17;25
10;2;04/04/2020;63;6;9;6
11;0;04/04/2020;102;20;57;24
11;1;04/04/2020;62;15;30;18
11;2;04/04/2020;37;4;27;6
12;0;04/04/2020;58;11;31;10
12;1;04/04/2020;35;8;14;5
12;2;04/04/2020;23;3;17;5
13;0;04/04/2020;1040;242;730;90
13;1;04/04/2020;616;173;352;49
13;2;04/04/2020;405;69;357;38
14;0;04/04/2020;130;51;50;13
14;1;04/04/2020;78;38;26;11
14;2;04/04/2020;51;13;24;2
15;0;04/04/2020;25;7;3;0
15;1;04/04/2020;15;5;3;0
15;2;04/04/2020;10;2;0;0
16;0;04/04/2020;17;7;22;3
16;1;04/04/2020;10;5;11;1
16;2;04/04/2020;6;1;11;2
17;0;04/04/2020;79;25;36;11
17;1;04/04/2020;47;19;18;8
17;2;04/04/2020;32;6;18;3
18;0;04/04/2020;47;16;11;15
18;1;04/04/2020;28;13;7;10
18;2;04/04/2020;19;3;4;5
19;0;04/04/2020;43;7;15;7
19;1;04/04/2020;21;6;11;7
19;2;04/04/2020;22;1;4;0
21;0;04/04/2020;255;66;297;69
21;1;04/04/2020;150;47;124;41
21;2;04/04/2020;105;19;170;28
22;0;04/04/2020;62;17;25;10
22;1;04/04/2020;31;12;10;5
22;2;04/04/2020;31;5;15;5
23;0;04/04/2020;12;5;3;1
23;1;04/04/2020;8;4;2;1
23;2;04/04/2020;4;1;1;0
24;0;04/04/2020;25;6;13;1
24;1;04/04/2020;14;4;7;1
24;2;04/04/2020;11;2;6;0
25;0;04/04/2020;175;76;168;46
25;1;04/04/2020;109;59;84;32
25;2;04/04/2020;64;16;84;14
26;0;04/04/2020;254;69;119;55
26;1;04/04/2020;154;52;62;34
26;2;04/04/2020;98;15;57;21
27;0;04/04/2020;69;12;22;12
27;1;04/04/2020;40;8;5;3
27;2;04/04/2020;28;4;16;9
28;0;04/04/2020;162;28;76;24
28;1;04/04/2020;91;21;38;13
28;2;04/04/2020;66;6;33;11
29;0;04/04/2020;79;33;56;8
29;1;04/04/2020;51;26;27;5
29;2;04/04/2020;28;7;28;3
2A;0;04/04/2020;80;23;46;24
2A;1;04/04/2020;37;18;21;16
2A;2;04/04/2020;43;5;25;8
2B;0;04/04/2020;17;3;70;2
2B;1;04/04/2020;10;1;37;2
2B;2;04/04/2020;7;2;33;0
30;0;04/04/2020;66;29;41;14
30;1;04/04/2020;39;22;25;11
30;2;04/04/2020;27;7;16;3
31;0;04/04/2020;227;105;150;14
31;1;04/04/2020;153;84;72;10
31;2;04/04/2020;73;20;78;4
32;0;04/04/2020;27;5;7;7
32;1;04/04/2020;19;5;5;5
32;2;04/04/2020;8;0;2;2
33;0;04/04/2020;305;92;304;40
33;1;04/04/2020;185;70;127;18
33;2;04/04/2020;120;22;176;22
34;0;04/04/2020;252;77;216;51
34;1;04/04/2020;155;64;94;28
34;2;04/04/2020;97;13;122;23
35;0;04/04/2020;131;38;82;17
35;1;04/04/2020;83;30;51;10
35;2;04/04/2020;48;8;31;7
36;0;04/04/2020;56;11;9;17
36;1;04/04/2020;33;7;2;9
36;2;04/04/2020;23;4;7;8
37;0;04/04/2020;170;55;55;17
37;1;04/04/2020;91;38;28;13
37;2;04/04/2020;78;16;27;4
38;0;04/04/2020;204;62;124;23
38;1;04/04/2020;113;47;64;14
38;2;04/04/2020;88;15;60;9
39;0;04/04/2020;70;11;39;13
39;1;04/04/2020;30;5;21;7
39;2;04/04/2020;40;6;18;6
40;0;04/04/2020;22;12;12;1
40;1;04/04/2020;14;7;7;1
40;2;04/04/2020;8;5;5;0
41;0;04/04/2020;67;14;34;12
41;1;04/04/2020;42;11;18;8
41;2;04/04/2020;25;3;16;4
42;0;04/04/2020;466;102;164;70
42;1;04/04/2020;280;82;90;52
42;2;04/04/2020;182;20;73;18
43;0;04/04/2020;23;6;25;3
43;1;04/04/2020;14;6;10;2
43;2;04/04/2020;9;0;15;1
44;0;04/04/2020;244;63;121;45
44;1;04/04/2020;157;51;59;26
44;2;04/04/2020;86;12;61;19
45;0;04/04/2020;228;70;86;21
45;1;04/04/2020;131;57;42;13
45;2;04/04/2020;94;12;44;8
46;0;04/04/2020;17;4;19;0
46;1;04/04/2020;10;3;9;0
46;2;04/04/2020;7;1;10;0
47;0;04/04/2020;28;7;12;3
47;1;04/04/2020;17;5;5;3
47;2;04/04/2020;11;2;7;0
48;0;04/04/2020;8;1;9;0
48;1;04/04/2020;4;1;6;0
48;2;04/04/2020;4;0;3;0
49;0;04/04/2020;157;55;166;29
49;1;04/04/2020;94;42;83;17
49;2;04/04/2020;62;12;83;12
50;0;04/04/2020;65;21;29;11
50;1;04/04/2020;40;17;14;3
50;2;04/04/2020;24;3;14;7
51;0;04/04/2020;384;71;253;70
51;1;04/04/2020;224;51;105;46
51;2;04/04/2020;155;20;144;23
52;0;04/04/2020;99;16;44;23
52;1;04/04/2020;54;12;25;8
52;2;04/04/2020;45;4;19;15
53;0;04/04/2020;75;14;14;11
53;1;04/04/2020;37;11;7;6
53;2;04/04/2020;38;3;7;5
54;0;04/04/2020;497;178;210;102
54;1;04/04/2020;257;123;102;64
54;2;04/04/2020;211;47;99;37
55;0;04/04/2020;159;21;115;27
55;1;04/04/2020;96;18;56;13
55;2;04/04/2020;61;3;59;14
56;0;04/04/2020;136;24;110;40
56;1;04/04/2020;78;21;52;24
56;2;04/04/2020;58;3;58;16
57;0;04/04/2020;1028;167;473;312
57;1;04/04/2020;577;119;219;192
57;2;04/04/2020;442;47;248;119
58;0;04/04/2020;27;8;5;5
58;1;04/04/2020;11;7;0;3
58;2;04/04/2020;16;1;5;2
59;0;04/04/2020;773;258;339;134
59;1;04/04/2020;449;182;178;76
59;2;04/04/2020;318;74;161;57
60;0;04/04/2020;344;71;270;149
60;1;04/04/2020;186;53;147;93
60;2;04/04/2020;156;17;123;55
61;0;04/04/2020;63;13;50;8
61;1;04/04/2020;39;11;21;4
61;2;04/04/2020;24;2;29;4
62;0;04/04/2020;363;122;178;42
62;1;04/04/2020;209;93;101;24
62;2;04/04/2020;154;29;76;18
63;0;04/04/2020;69;33;46;4
63;1;04/04/2020;47;26;23;1
63;2;04/04/2020;22;7;23;3
64;0;04/04/2020;80;29;65;13
64;1;04/04/2020;44;18;34;8
64;2;04/04/2020;36;11;31;5
65;0;04/04/2020;43;5;22;5
65;1;04/04/2020;29;3;13;1
65;2;04/04/2020;14;2;9;4
66;0;04/04/2020;107;36;125;17
66;1;04/04/2020;54;27;54;8
66;2;04/04/2020;53;9;71;9
67;0;04/04/2020;1054;277;585;262
67;1;04/04/2020;637;214;314;155
67;2;04/04/2020;408;63;269;107
68;0;04/04/2020;1024;150;891;458
68;1;04/04/2020;562;110;472;290
68;2;04/04/2020;456;38;416;166
69;0;04/04/2020;1215;290;570;198
69;1;04/04/2020;670;212;261;104
69;2;04/04/2020;538;75;278;88
70;0;04/04/2020;80;16;69;33
70;1;04/04/2020;42;10;39;19
70;2;04/04/2020;38;6;29;14
71;0;04/04/2020;162;37;146;63
71;1;04/04/2020;87;28;72;35
71;2;04/04/2020;75;9;73;28
72;0;04/04/2020;105;23;78;18
72;1;04/04/2020;69;15;38;11
72;2;04/04/2020;36;8;40;7
73;0;04/04/2020;114;36;120;15
73;1;04/04/2020;66;29;64;6
73;2;04/04/2020;46;7;56;9
74;0;04/04/2020;264;85;252;55
74;1;04/04/2020;162;69;138;35
74;2;04/04/2020;99;16;110;20
75;0;04/04/2020;2999;809;1212;548
75;1;04/04/2020;1814;591;728;359
75;2;04/04/2020;1150;216;471;184
76;0;04/04/2020;350;112;145;55
76;1;04/04/2020;192;81;69;38
76;2;04/04/2020;158;31;75;17
77;0;04/04/2020;673;178;420;121
77;1;04/04/2020;409;124;239;71
77;2;04/04/2020;257;52;180;50
78;0;04/04/2020;913;189;454;168
78;1;04/04/2020;536;140;262;101
78;2;04/04/2020;369;48;189;66
79;0;04/04/2020;26;9;11;8
79;1;04/04/2020;12;4;6;4
79;2;04/04/2020;14;5;5;4
80;0;04/04/2020;332;70;155;69
80;1;04/04/2020;173;46;81;43
80;2;04/04/2020;155;24;71;26
81;0;04/04/2020;61;23;19;3
81;1;04/04/2020;33;16;11;2
81;2;04/04/2020;28;7;8;1
82;0;04/04/2020;14;7;3;2
82;1;04/04/2020;13;6;1;2
82;2;04/04/2020;1;1;2;0
83;0;04/04/2020;217;53;225;32
83;1;04/04/2020;131;41;117;16
83;2;04/04/2020;86;12;108;16
84;0;04/04/2020;78;23;64;14
84;1;04/04/2020;49;16;24;7
84;2;04/04/2020;29;7;40;7
85;0;04/04/2020;68;20;38;15
85;1;04/04/2020;38;14;20;10
85;2;04/04/2020;30;6;18;5
86;0;04/04/2020;45;20;34;16
86;1;04/04/2020;28;16;18;6
86;2;04/04/2020;17;4;16;10
87;0;04/04/2020;67;20;26;7
87;1;04/04/2020;31;11;13;5
87;2;04/04/2020;36;9;12;2
88;0;04/04/2020;248;40;183;114
88;1;04/04/2020;129;27;92;70
88;2;04/04/2020;117;13;90;44
89;0;04/04/2020;102;19;31;11
89;1;04/04/2020;57;17;14;9
89;2;04/04/2020;44;2;17;2
90;0;04/04/2020;204;41;155;83
90;1;04/04/2020;127;31;88;45
90;2;04/04/2020;77;10;67;38
91;0;04/04/2020;911;192;251;106
91;1;04/04/2020;507;138;155;66
91;2;04/04/2020;393;51;96;39
92;0;04/04/2020;1929;389;765;268
92;1;04/04/2020;1200;299;410;160
92;2;04/04/2020;712;87;351;106
93;0;04/04/2020;1310;228;503;263
93;1;04/04/2020;785;160;294;157
93;2;04/04/2020;515;63;206;104
94;0;04/04/2020;1651;291;641;280
94;1;04/04/2020;920;207;359;170
94;2;04/04/2020;698;80;275;105
95;0;04/04/2020;828;160;635;213
95;1;04/04/2020;527;123;351;144
95;2;04/04/2020;300;36;281;69
971;0;04/04/2020;36;17;35;8
971;1;04/04/2020;23;14;16;3
971;2;04/04/2020;13;3;19;5
972;0;04/04/2020;51;18;35;3
972;1;04/04/2020;30;13;19;2
972;2;04/04/2020;21;5;16;1
973;0;04/04/2020;7;1;6;0
973;1;04/04/2020;6;1;4;0
973;2;04/04/2020;1;0;2;0
974;0;04/04/2020;46;4;39;0
974;1;04/04/2020;26;4;18;0
974;2;04/04/2020;20;0;21;0
976;0;04/04/2020;15;3;7;2
976;1;04/04/2020;9;3;5;2
976;2;04/04/2020;6;0;2;0
1;0;05/04/2020;112;30;86;24
1;1;05/04/2020;64;20;51;14
1;2;05/04/2020;45;9;31;10
2;0;05/04/2020;221;39;182;100
2;1;05/04/2020;120;23;76;59
2;2;05/04/2020;100;16;104;40
3;0;05/04/2020;45;16;59;8
3;1;05/04/2020;22;10;24;3
3;2;05/04/2020;21;6;35;5
4;0;05/04/2020;31;7;44;3
4;1;05/04/2020;14;5;18;2
4;2;05/04/2020;16;2;26;1
5;0;05/04/2020;59;17;45;1
5;1;05/04/2020;30;10;29;0
5;2;05/04/2020;29;7;16;1
6;0;05/04/2020;219;78;171;43
6;1;05/04/2020;133;53;76;26
6;2;05/04/2020;80;20;91;17
7;0;05/04/2020;93;15;131;26
7;1;05/04/2020;49;9;51;17
7;2;05/04/2020;27;2;68;6
8;0;05/04/2020;73;18;23;4
8;1;05/04/2020;42;12;17;2
8;2;05/04/2020;30;5;6;2
9;0;05/04/2020;18;5;10;1
9;1;05/04/2020;9;3;6;0
9;2;05/04/2020;7;2;4;1
10;0;05/04/2020;148;23;27;34
10;1;05/04/2020;81;16;17;26
10;2;05/04/2020;66;7;9;8
11;0;05/04/2020;95;18;63;27
11;1;05/04/2020;58;14;33;20
11;2;05/04/2020;37;4;30;7
12;0;05/04/2020;56;9;34;12
12;1;05/04/2020;33;7;16;6
12;2;05/04/2020;23;2;18;6
13;0;05/04/2020;1095;251;748;96
13;1;05/04/2020;643;178;364;52
13;2;05/04/2020;432;73;363;41
14;0;05/04/2020;142;54;51;16
14;1;05/04/2020;81;40;26;14
14;2;05/04/2020;60;14;25;2
15;0;05/04/2020;26;7;3;0
15;1;05/04/2020;15;5;3;0
15;2;05/04/2020;11;2;0;0
16;0;05/04/2020;17;6;23;5
16;1;05/04/2020;11;4;11;2
16;2;05/04/2020;5;1;12;3
17;0;05/04/2020;79;25;39;13
17;1;05/04/2020;47;18;19;9
17;2;05/04/2020;32;7;20;4
18;0;05/04/2020;49;16;12;19
18;1;05/04/2020;29;14;8;11
18;2;05/04/2020;20;2;4;8
19;0;05/04/2020;42;7;16;7
19;1;05/04/2020;20;6;11;7
19;2;05/04/2020;21;1;5;0
21;0;05/04/2020;259;65;307;73
21;1;05/04/2020;148;47;130;43
21;2;05/04/2020;111;18;174;30
22;0;05/04/2020;70;16;25;10
22;1;05/04/2020;33;12;10;5
22;2;05/04/2020;37;4;15;5
23;0;05/04/2020;12;5;3;1
23;1;05/04/2020;8;4;2;1
23;2;05/04/2020;4;1;1;0
24;0;05/04/2020;26;6;14;1
24;1;05/04/2020;15;4;7;1
24;2;05/04/2020;11;2;7;0
25;0;05/04/2020;183;73;178;49
25;1;05/04/2020;115;59;86;33
25;2;05/04/2020;66;13;90;15
26;0;05/04/2020;251;65;125;57
26;1;05/04/2020;152;49;65;35
26;2;05/04/2020;97;14;60;22
27;0;05/04/2020;68;12;22;13
27;1;05/04/2020;39;8;5;4
27;2;05/04/2020;28;4;16;9
28;0;05/04/2020;174;31;79;25
28;1;05/04/2020;98;23;39;14
28;2;05/04/2020;70;7;35;11
29;0;05/04/2020;82;34;59;9
29;1;05/04/2020;49;26;29;6
29;2;05/04/2020;33;8;29;3
2A;0;05/04/2020;78;23;48;24
2A;1;05/04/2020;36;18;22;16
2A;2;05/04/2020;42;5;26;8
2B;0;05/04/2020;17;3;69;2
2B;1;05/04/2020;9;1;37;2
2B;2;05/04/2020;8;2;32;0
30;0;05/04/2020;89;36;42;14
30;1;05/04/2020;58;28;25;11
30;2;05/04/2020;31;8;17;3
31;0;05/04/2020;226;102;156;15
31;1;05/04/2020;154;81;75;11
31;2;05/04/2020;71;20;81;4
32;0;05/04/2020;29;5;7;7
32;1;05/04/2020;19;5;5;5
32;2;05/04/2020;10;0;2;2
33;0;05/04/2020;305;90;317;42
33;1;05/04/2020;184;70;133;18
33;2;05/04/2020;121;20;183;24
34;0;05/04/2020;257;71;229;52
34;1;05/04/2020;153;58;100;29
34;2;05/04/2020;102;13;129;23
35;0;05/04/2020;136;38;83;17
35;1;05/04/2020;83;29;52;10
35;2;05/04/2020;53;9;31;7
36;0;05/04/2020;65;10;9;18
36;1;05/04/2020;38;6;2;10
36;2;05/04/2020;26;4;7;8
37;0;05/04/2020;166;53;64;18
37;1;05/04/2020;86;38;34;14
37;2;05/04/2020;79;14;30;4
38;0;05/04/2020;222;65;128;25
38;1;05/04/2020;123;50;66;16
38;2;05/04/2020;96;15;62;9
39;0;05/04/2020;78;11;42;14
39;1;05/04/2020;32;5;22;8
39;2;05/04/2020;46;6;20;6
40;0;05/04/2020;22;12;13;1
40;1;05/04/2020;14;7;8;1
40;2;05/04/2020;8;5;5;0
41;0;05/04/2020;66;14;36;12
41;1;05/04/2020;41;11;19;8
41;2;05/04/2020;25;3;17;4
42;0;05/04/2020;467;101;176;74
42;1;05/04/2020;281;82;96;55
42;2;05/04/2020;182;19;79;19
43;0;05/04/2020;25;6;27;3
43;1;05/04/2020;14;6;11;2
43;2;05/04/2020;11;0;16;1
44;0;05/04/2020;250;67;133;45
44;1;05/04/2020;162;54;66;26
44;2;05/04/2020;87;13;66;19
45;0;05/04/2020;231;70;98;23
45;1;05/04/2020;133;58;46;14
45;2;05/04/2020;95;11;52;9
46;0;05/04/2020;15;5;22;0
46;1;05/04/2020;10;4;10;0
46;2;05/04/2020;5;1;12;0
47;0;05/04/2020;31;7;12;3
47;1;05/04/2020;18;5;5;3
47;2;05/04/2020;13;2;7;0
48;0;05/04/2020;8;1;9;0
48;1;05/04/2020;4;1;6;0
48;2;05/04/2020;4;0;3;0
49;0;05/04/2020;161;55;171;33
49;1;05/04/2020;95;40;87;21
49;2;05/04/2020;65;14;84;12
50;0;05/04/2020;75;24;29;13
50;1;05/04/2020;45;20;14;4
50;2;05/04/2020;27;3;14;8
51;0;05/04/2020;391;71;253;70
51;1;05/04/2020;228;51;105;46
51;2;05/04/2020;158;20;144;23
52;0;05/04/2020;99;18;46;25
52;1;05/04/2020;52;12;27;9
52;2;05/04/2020;47;6;19;16
53;0;05/04/2020;74;14;17;11
53;1;05/04/2020;36;11;9;6
53;2;05/04/2020;38;3;8;5
54;0;05/04/2020;488;175;225;109
54;1;05/04/2020;249;121;111;67
54;2;05/04/2020;210;46;105;41
55;0;05/04/2020;157;21;118;28
55;1;05/04/2020;96;18;58;13
55;2;05/04/2020;59;3;60;15
56;0;05/04/2020;135;24;113;45
56;1;05/04/2020;79;20;53;27
56;2;05/04/2020;55;3;60;18
57;0;05/04/2020;1018;168;517;337
57;1;05/04/2020;567;118;246;204
57;2;05/04/2020;442;49;265;132
58;0;05/04/2020;34;11;6;5
58;1;05/04/2020;17;10;0;3
58;2;05/04/2020;17;1;6;2
59;0;05/04/2020;828;266;353;146
59;1;05/04/2020;477;188;182;86
59;2;05/04/2020;344;76;171;59
60;0;05/04/2020;358;73;276;151
60;1;05/04/2020;194;55;150;94
60;2;05/04/2020;160;17;126;56
61;0;05/04/2020;67;14;51;9
61;1;05/04/2020;43;12;21;4
61;2;05/04/2020;24;2;30;5
62;0;05/04/2020;363;122;188;46
62;1;05/04/2020;209;93;104;26
62;2;05/04/2020;153;29;83;20
63;0;05/04/2020;80;41;46;6
63;1;05/04/2020;51;30;24;3
63;2;05/04/2020;29;11;22;3
64;0;05/04/2020;77;29;68;14
64;1;05/04/2020;42;18;35;9
64;2;05/04/2020;35;11;33;5
65;0;05/04/2020;52;7;24;7
65;1;05/04/2020;32;5;14;2
65;2;05/04/2020;20;2;10;5
66;0;05/04/2020;102;31;134;17
66;1;05/04/2020;54;24;56;8
66;2;05/04/2020;48;7;78;9
67;0;05/04/2020;1078;268;617;277
67;1;05/04/2020;647;205;333;165
67;2;05/04/2020;414;60;283;112
68;0;05/04/2020;1019;150;933;470
68;1;05/04/2020;563;109;497;298
68;2;05/04/2020;454;40;434;170
69;0;05/04/2020;1250;304;595;214
69;1;05/04/2020;685;221;276;115
69;2;05/04/2020;558;80;289;93
70;0;05/04/2020;80;17;70;37
70;1;05/04/2020;43;10;39;20
70;2;05/04/2020;37;7;30;17
71;0;05/04/2020;173;37;148;65
71;1;05/04/2020;92;28;73;37
71;2;05/04/2020;81;9;74;28
72;0;05/04/2020;108;24;82;19
72;1;05/04/2020;70;16;39;12
72;2;05/04/2020;38;8;43;7
73;0;05/04/2020;118;35;121;15
73;1;05/04/2020;68;28;64;7
73;2;05/04/2020;48;7;57;8
74;0;05/04/2020;294;94;259;56
74;1;05/04/2020;178;75;141;35
74;2;05/04/2020;111;19;114;21
75;0;05/04/2020;3075;838;1309;593
75;1;05/04/2020;1848;616;785;387
75;2;05/04/2020;1190;220;511;200
76;0;05/04/2020;358;113;155;60
76;1;05/04/2020;190;78;75;43
76;2;05/04/2020;168;35;79;17
77;0;05/04/2020;709;187;435;126
77;1;05/04/2020;432;130;248;74
77;2;05/04/2020;269;55;186;52
78;0;05/04/2020;909;185;470;175
78;1;05/04/2020;532;138;270;104
78;2;05/04/2020;368;46;197;70
79;0;05/04/2020;29;9;10;8
79;1;05/04/2020;13;4;5;4
79;2;05/04/2020;16;5;5;4
80;0;05/04/2020;349;73;154;77
80;1;05/04/2020;182;48;80;50
80;2;05/04/2020;163;25;71;27
81;0;05/04/2020;61;24;21;4
81;1;05/04/2020;34;17;11;3
81;2;05/04/2020;27;7;10;1
82;0;05/04/2020;16;7;6;2
82;1;05/04/2020;13;6;3;2
82;2;05/04/2020;3;1;3;0
83;0;05/04/2020;238;58;230;36
83;1;05/04/2020;141;44;119;18
83;2;05/04/2020;97;14;111;18
84;0;05/04/2020;80;24;66;16
84;1;05/04/2020;51;17;25;8
84;2;05/04/2020;29;7;41;8
85;0;05/04/2020;74;21;38;15
85;1;05/04/2020;42;15;20;10
85;2;05/04/2020;32;6;18;5
86;0;05/04/2020;56;27;36;17
86;1;05/04/2020;37;22;18;7
86;2;05/04/2020;19;5;18;10
87;0;05/04/2020;66;20;28;8
87;1;05/04/2020;30;11;14;6
87;2;05/04/2020;36;9;13;2
88;0;05/04/2020;268;38;194;117
88;1;05/04/2020;144;27;97;71
88;2;05/04/2020;122;11;96;46
89;0;05/04/2020;101;18;31;12
89;1;05/04/2020;56;16;14;10
89;2;05/04/2020;44;2;17;2
90;0;05/04/2020;212;43;160;86
90;1;05/04/2020;132;33;91;47
90;2;05/04/2020;80;10;69;39
91;0;05/04/2020;931;198;274;115
91;1;05/04/2020;511;139;170;72
91;2;05/04/2020;407;54;104;42
92;0;05/04/2020;1950;413;837;293
92;1;05/04/2020;1210;312;449;177
92;2;05/04/2020;721;97;383;114
93;0;05/04/2020;1338;229;517;285
93;1;05/04/2020;799;163;302;171
93;2;05/04/2020;529;61;212;112
94;0;05/04/2020;1729;290;663;302
94;1;05/04/2020;961;201;374;184
94;2;05/04/2020;732;86;282;113
95;0;05/04/2020;833;166;661;218
95;1;05/04/2020;535;128;364;147
95;2;05/04/2020;297;37;294;71
971;0;05/04/2020;36;18;36;8
971;1;05/04/2020;24;15;16;3
971;2;05/04/2020;12;3;20;5
972;0;05/04/2020;54;21;37;3
972;1;05/04/2020;34;16;20;2
972;2;05/04/2020;20;5;17;1
973;0;05/04/2020;7;1;6;0
973;1;05/04/2020;6;1;4;0
973;2;05/04/2020;1;0;2;0
974;0;05/04/2020;44;4;41;0
974;1;05/04/2020;26;4;18;0
974;2;05/04/2020;18;0;23;0
976;0;05/04/2020;17;3;8;2
976;1;05/04/2020;10;3;6;2
976;2;05/04/2020;7;0;2;0
1;0;06/04/2020;115;30;92;25
1;1;06/04/2020;65;20;53;15
1;2;06/04/2020;47;9;35;10
2;0;06/04/2020;223;36;187;106
2;1;06/04/2020;119;23;80;61
2;2;06/04/2020;103;13;105;44
3;0;06/04/2020;50;18;61;8
3;1;06/04/2020;24;10;25;3
3;2;06/04/2020;24;8;36;5
4;0;06/04/2020;35;5;49;4
4;1;06/04/2020;16;4;19;3
4;2;06/04/2020;18;1;30;1
5;0;06/04/2020;63;17;46;2
5;1;06/04/2020;34;11;29;0
5;2;06/04/2020;29;6;17;2
6;0;06/04/2020;233;80;180;47
6;1;06/04/2020;139;56;81;28
6;2;06/04/2020;87;18;94;18
7;0;06/04/2020;102;16;140;30
7;1;06/04/2020;53;11;54;18
7;2;06/04/2020;32;2;74;8
8;0;06/04/2020;73;18;30;6
8;1;06/04/2020;41;12;21;4
8;2;06/04/2020;31;5;9;2
9;0;06/04/2020;18;4;11;1
9;1;06/04/2020;8;3;7;0
9;2;06/04/2020;7;1;4;1
10;0;06/04/2020;151;23;27;35
10;1;06/04/2020;82;16;17;27
10;2;06/04/2020;68;7;9;8
11;0;06/04/2020;76;15;67;31
11;1;06/04/2020;44;11;34;23
11;2;06/04/2020;32;4;33;8
12;0;06/04/2020;59;9;35;12
12;1;06/04/2020;37;7;16;6
12;2;06/04/2020;22;2;19;6
